day,hour,minute,number_of_games
5.0,5.0,25.0,25201
5.0,5.0,26.0,24401
5.0,5.0,27.0,24015
5.0,5.0,28.0,24019
5.0,5.0,29.0,23853
5.0,5.0,30.0,25831
5.0,5.0,31.0,25083
5.0,5.0,32.0,25497
5.0,5.0,33.0,25412
5.0,5.0,34.0,25736
5.0,5.0,35.0,25363
5.0,5.0,36.0,26000
5.0,5.0,37.0,25905
5.0,5.0,38.0,25940
5.0,5.0,39.0,25970
5.0,5.0,40.0,26327
5.0,5.0,41.0,26075
5.0,5.0,42.0,26183
5.0,5.0,43.0,26277
5.0,5.0,44.0,26223
5.0,5.0,45.0,26419
5.0,5.0,46.0,26435
5.0,5.0,47.0,26575
5.0,5.0,48.0,26473
5.0,5.0,49.0,26621
5.0,5.0,50.0,26697
5.0,5.0,51.0,26502
5.0,5.0,52.0,26901
5.0,5.0,53.0,26585
5.0,5.0,54.0,26213
5.0,5.0,55.0,25651
5.0,5.0,56.0,25121
5.0,5.0,57.0,24449
5.0,5.0,58.0,24193
5.0,5.0,59.0,24137
5.0,6.0,0.0,29435
5.0,6.0,1.0,25713
5.0,6.0,2.0,26453
5.0,6.0,3.0,25916
5.0,6.0,4.0,26614
5.0,6.0,5.0,26572
5.0,6.0,6.0,26697
5.0,6.0,7.0,26811
5.0,6.0,8.0,27079
5.0,6.0,9.0,27446
5.0,6.0,10.0,27347
5.0,6.0,11.0,27410
5.0,6.0,12.0,27528
5.0,6.0,13.0,27705
5.0,6.0,14.0,27061
5.0,6.0,15.0,27765
5.0,6.0,16.0,27643
5.0,6.0,17.0,27733
5.0,6.0,18.0,27992
5.0,6.0,19.0,27797
5.0,6.0,20.0,28109
5.0,6.0,21.0,27998
5.0,6.0,22.0,28312
5.0,6.0,23.0,27908
5.0,6.0,24.0,28400
5.0,6.0,25.0,28079
5.0,6.0,26.0,27739
5.0,6.0,27.0,27039
5.0,6.0,28.0,26752
5.0,6.0,29.0,26526
5.0,6.0,30.0,28896
5.0,6.0,31.0,27329
5.0,6.0,32.0,28642
5.0,6.0,33.0,27888
5.0,6.0,34.0,28543
5.0,6.0,35.0,28460
5.0,6.0,36.0,28411
5.0,6.0,37.0,28803
5.0,6.0,38.0,28740
5.0,6.0,39.0,28790
5.0,6.0,40.0,28833
5.0,6.0,41.0,29002
5.0,6.0,42.0,29125
5.0,6.0,43.0,28919
5.0,6.0,44.0,29288
5.0,6.0,45.0,28902
5.0,6.0,46.0,29407
5.0,6.0,47.0,29254
5.0,6.0,48.0,29210
5.0,6.0,49.0,29388
5.0,6.0,50.0,29121
5.0,6.0,51.0,29468
5.0,6.0,52.0,29174
5.0,6.0,53.0,29628
5.0,6.0,54.0,28829
5.0,6.0,55.0,28923
5.0,6.0,56.0,28006
5.0,6.0,57.0,27502
5.0,6.0,58.0,27334
5.0,6.0,59.0,27108
5.0,7.0,0.0,34045
5.0,7.0,1.0,29319
5.0,7.0,2.0,29266
5.0,7.0,3.0,28888
5.0,7.0,4.0,29615
5.0,7.0,5.0,29744
5.0,7.0,6.0,30290
5.0,7.0,7.0,29656
5.0,7.0,8.0,30289
5.0,7.0,9.0,30348
5.0,7.0,10.0,30652
5.0,7.0,11.0,30810
5.0,7.0,12.0,30856
5.0,7.0,13.0,30745
5.0,7.0,14.0,30926
5.0,7.0,15.0,31016
5.0,7.0,16.0,31384
5.0,7.0,17.0,31373
5.0,7.0,18.0,31415
5.0,7.0,19.0,31577
5.0,7.0,20.0,31700
5.0,7.0,21.0,31996
5.0,7.0,22.0,31746
5.0,7.0,23.0,31942
5.0,7.0,24.0,32055
5.0,7.0,25.0,31964
5.0,7.0,26.0,31087
5.0,7.0,27.0,30373
5.0,7.0,28.0,30626
5.0,7.0,29.0,30465
5.0,7.0,30.0,32664
5.0,7.0,31.0,32012
5.0,7.0,32.0,32213
5.0,7.0,33.0,31948
5.0,7.0,34.0,32293
5.0,7.0,35.0,32937
5.0,7.0,36.0,32650
5.0,7.0,37.0,32921
5.0,7.0,38.0,32463
5.0,7.0,39.0,33236
5.0,7.0,40.0,33109
5.0,7.0,41.0,32772
5.0,7.0,42.0,33450
5.0,7.0,43.0,33164
5.0,7.0,44.0,33403
5.0,7.0,45.0,33328
5.0,7.0,46.0,33259
5.0,7.0,47.0,33758
5.0,7.0,48.0,33626
5.0,7.0,49.0,33812
5.0,7.0,50.0,33211
5.0,7.0,51.0,33827
5.0,7.0,52.0,33560
5.0,7.0,53.0,33496
5.0,7.0,54.0,33275
5.0,7.0,55.0,32635
5.0,7.0,56.0,30941
5.0,7.0,57.0,30812
5.0,7.0,58.0,30016
5.0,7.0,59.0,29865
5.0,8.0,0.0,39575
5.0,8.0,1.0,32751
5.0,8.0,2.0,33731
5.0,8.0,3.0,32954
5.0,8.0,4.0,33983
5.0,8.0,5.0,33967
5.0,8.0,6.0,34564
5.0,8.0,7.0,34303
5.0,8.0,8.0,34552
5.0,8.0,9.0,34844
5.0,8.0,10.0,35370
5.0,8.0,11.0,34804
5.0,8.0,12.0,35296
5.0,8.0,13.0,35304
5.0,8.0,14.0,35315
5.0,8.0,15.0,35441
5.0,8.0,16.0,35577
5.0,8.0,17.0,35769
5.0,8.0,18.0,35779
5.0,8.0,19.0,35948
5.0,8.0,20.0,35780
5.0,8.0,21.0,35966
5.0,8.0,22.0,36062
5.0,8.0,23.0,36133
5.0,8.0,24.0,36026
5.0,8.0,25.0,35713
5.0,8.0,26.0,35158
5.0,8.0,27.0,34341
5.0,8.0,28.0,34064
5.0,8.0,29.0,34111
5.0,8.0,30.0,37088
5.0,8.0,31.0,35097
5.0,8.0,32.0,36148
5.0,8.0,33.0,35819
5.0,8.0,34.0,36057
5.0,8.0,35.0,36675
5.0,8.0,36.0,36579
5.0,8.0,37.0,36627
5.0,8.0,38.0,36550
5.0,8.0,39.0,36612
5.0,8.0,40.0,36782
5.0,8.0,41.0,37231
5.0,8.0,42.0,37386
5.0,8.0,43.0,36892
5.0,8.0,44.0,37317
5.0,8.0,45.0,36872
5.0,8.0,46.0,37372
5.0,8.0,47.0,37463
5.0,8.0,48.0,37670
5.0,8.0,49.0,37309
5.0,8.0,50.0,37322
5.0,8.0,51.0,37312
5.0,8.0,52.0,37376
5.0,8.0,53.0,37127
5.0,8.0,54.0,37165
5.0,8.0,55.0,35642
5.0,8.0,56.0,34187
5.0,8.0,57.0,34028
5.0,8.0,58.0,33626
5.0,8.0,59.0,33476
5.0,9.0,0.0,41097
5.0,9.0,1.0,35741
5.0,9.0,2.0,35824
5.0,9.0,3.0,35806
5.0,9.0,4.0,36404
5.0,9.0,5.0,36685
5.0,9.0,6.0,37039
5.0,9.0,7.0,36865
5.0,9.0,8.0,36944
5.0,9.0,9.0,37245
5.0,9.0,10.0,37229
5.0,9.0,11.0,37725
5.0,9.0,12.0,37333
5.0,9.0,13.0,37809
5.0,9.0,14.0,37923
5.0,9.0,15.0,37535
5.0,9.0,16.0,37695
5.0,9.0,17.0,38023
5.0,9.0,18.0,37895
5.0,9.0,19.0,38187
5.0,9.0,20.0,37769
5.0,9.0,21.0,37905
5.0,9.0,22.0,38334
5.0,9.0,23.0,38291
5.0,9.0,24.0,38184
5.0,9.0,25.0,38360
5.0,9.0,26.0,37724
5.0,9.0,27.0,37823
5.0,9.0,28.0,37393
5.0,9.0,29.0,37436
5.0,9.0,30.0,39993
5.0,9.0,31.0,38613
5.0,9.0,32.0,39782
5.0,9.0,33.0,39033
5.0,9.0,34.0,39743
5.0,9.0,35.0,39525
5.0,9.0,36.0,40002
5.0,9.0,37.0,39894
5.0,9.0,38.0,40209
5.0,9.0,39.0,40044
5.0,9.0,40.0,40015
5.0,9.0,41.0,40593
5.0,9.0,42.0,40584
5.0,9.0,43.0,40497
5.0,9.0,44.0,40325
5.0,9.0,45.0,40411
5.0,9.0,46.0,40739
5.0,9.0,47.0,40495
5.0,9.0,48.0,40494
5.0,9.0,49.0,40755
5.0,9.0,50.0,40614
5.0,9.0,51.0,40594
5.0,9.0,52.0,40678
5.0,9.0,53.0,40384
5.0,9.0,54.0,39858
5.0,9.0,55.0,38490
5.0,9.0,56.0,37306
5.0,9.0,57.0,36762
5.0,9.0,58.0,36504
5.0,9.0,59.0,36138
5.0,10.0,0.0,48582
5.0,10.0,1.0,39632
5.0,10.0,2.0,40273
5.0,10.0,3.0,39927
5.0,10.0,4.0,40811
5.0,10.0,5.0,40716
5.0,10.0,6.0,41505
5.0,10.0,7.0,41270
5.0,10.0,8.0,41370
5.0,10.0,9.0,41556
5.0,10.0,10.0,42439
5.0,10.0,11.0,42213
5.0,10.0,12.0,41897
5.0,10.0,13.0,41966
5.0,10.0,14.0,42192
5.0,10.0,15.0,42711
5.0,10.0,16.0,42498
5.0,10.0,17.0,42644
5.0,10.0,18.0,42754
5.0,10.0,19.0,42598
5.0,10.0,20.0,43035
5.0,10.0,21.0,42907
5.0,10.0,22.0,43180
5.0,10.0,23.0,42917
5.0,10.0,24.0,42769
5.0,10.0,25.0,43063
5.0,10.0,26.0,42043
5.0,10.0,27.0,41762
5.0,10.0,28.0,41491
5.0,10.0,29.0,41538
5.0,10.0,30.0,44508
5.0,10.0,31.0,42668
5.0,10.0,32.0,43797
5.0,10.0,33.0,43109
5.0,10.0,34.0,43709
5.0,10.0,35.0,44036
5.0,10.0,36.0,44057
5.0,10.0,37.0,44174
5.0,10.0,38.0,44200
5.0,10.0,39.0,44227
5.0,10.0,40.0,44528
5.0,10.0,41.0,44802
5.0,10.0,42.0,44611
5.0,10.0,43.0,44659
5.0,10.0,44.0,44810
5.0,10.0,45.0,45146
5.0,10.0,46.0,44676
5.0,10.0,47.0,44814
5.0,10.0,48.0,44994
5.0,10.0,49.0,45015
5.0,10.0,50.0,44877
5.0,10.0,51.0,45020
5.0,10.0,52.0,45138
5.0,10.0,53.0,44823
5.0,10.0,54.0,44083
5.0,10.0,55.0,42709
5.0,10.0,56.0,41579
5.0,10.0,57.0,40955
5.0,10.0,58.0,40826
5.0,10.0,59.0,40345
5.0,11.0,0.0,51532
5.0,11.0,1.0,43354
5.0,11.0,2.0,43962
5.0,11.0,3.0,43823
5.0,11.0,4.0,44595
5.0,11.0,5.0,44747
5.0,11.0,6.0,45478
5.0,11.0,7.0,44622
5.0,11.0,8.0,45321
5.0,11.0,9.0,45210
5.0,11.0,10.0,46121
5.0,11.0,11.0,46013
5.0,11.0,12.0,46120
5.0,11.0,13.0,46166
5.0,11.0,14.0,45883
5.0,11.0,15.0,46169
5.0,11.0,16.0,46270
5.0,11.0,17.0,46421
5.0,11.0,18.0,46503
5.0,11.0,19.0,46772
5.0,11.0,20.0,47149
5.0,11.0,21.0,46628
5.0,11.0,22.0,46947
5.0,11.0,23.0,46938
5.0,11.0,24.0,46825
5.0,11.0,25.0,46987
5.0,11.0,26.0,45864
5.0,11.0,27.0,46219
5.0,11.0,28.0,45679
5.0,11.0,29.0,46362
5.0,11.0,30.0,48564
5.0,11.0,31.0,47785
5.0,11.0,32.0,48469
5.0,11.0,33.0,48171
5.0,11.0,34.0,48837
5.0,11.0,35.0,48725
5.0,11.0,36.0,49182
5.0,11.0,37.0,48939
5.0,11.0,38.0,49153
5.0,11.0,39.0,49622
5.0,11.0,40.0,49402
5.0,11.0,41.0,49696
5.0,11.0,42.0,49750
5.0,11.0,43.0,49768
5.0,11.0,44.0,49613
5.0,11.0,45.0,49725
5.0,11.0,46.0,50068
5.0,11.0,47.0,49713
5.0,11.0,48.0,49685
5.0,11.0,49.0,49637
5.0,11.0,50.0,49527
5.0,11.0,51.0,50013
5.0,11.0,52.0,49746
5.0,11.0,53.0,49035
5.0,11.0,54.0,48948
5.0,11.0,55.0,46889
5.0,11.0,56.0,44786
5.0,11.0,57.0,43663
5.0,11.0,58.0,43727
5.0,11.0,59.0,42989
5.0,12.0,0.0,57851
5.0,12.0,1.0,46872
5.0,12.0,2.0,48395
5.0,12.0,3.0,47261
5.0,12.0,4.0,48541
5.0,12.0,5.0,48521
5.0,12.0,6.0,49138
5.0,12.0,7.0,49196
5.0,12.0,8.0,49169
5.0,12.0,9.0,49573
5.0,12.0,10.0,50085
5.0,12.0,11.0,49977
5.0,12.0,12.0,50295
5.0,12.0,13.0,49916
5.0,12.0,14.0,50346
5.0,12.0,15.0,50423
5.0,12.0,16.0,50424
5.0,12.0,17.0,50629
5.0,12.0,18.0,50659
5.0,12.0,19.0,50828
5.0,12.0,20.0,50536
5.0,12.0,21.0,50838
5.0,12.0,22.0,50767
5.0,12.0,23.0,50510
5.0,12.0,24.0,50993
5.0,12.0,25.0,49892
5.0,12.0,26.0,49113
5.0,12.0,27.0,48274
5.0,12.0,28.0,48402
5.0,12.0,29.0,47944
5.0,12.0,30.0,52049
5.0,12.0,31.0,49702
5.0,12.0,32.0,50838
5.0,12.0,33.0,49996
5.0,12.0,34.0,51251
5.0,12.0,35.0,50820
5.0,12.0,36.0,51517
5.0,12.0,37.0,51326
5.0,12.0,38.0,51360
5.0,12.0,39.0,51538
5.0,12.0,40.0,51506
5.0,12.0,41.0,52085
5.0,12.0,42.0,51568
5.0,12.0,43.0,52162
5.0,12.0,44.0,52202
5.0,12.0,45.0,52100
5.0,12.0,46.0,52401
5.0,12.0,47.0,52637
5.0,12.0,48.0,52426
5.0,12.0,49.0,52407
5.0,12.0,50.0,52140
5.0,12.0,51.0,52197
5.0,12.0,52.0,51742
5.0,12.0,53.0,52197
5.0,12.0,54.0,51466
5.0,12.0,55.0,49594
5.0,12.0,56.0,48312
5.0,12.0,57.0,47298
5.0,12.0,58.0,47000
5.0,12.0,59.0,46738
5.0,13.0,0.0,61278
5.0,13.0,1.0,50897
5.0,13.0,2.0,51935
5.0,13.0,3.0,51317
5.0,13.0,4.0,52322
5.0,13.0,5.0,52566
5.0,13.0,6.0,53694
5.0,13.0,7.0,53447
5.0,13.0,8.0,53340
5.0,13.0,9.0,53751
5.0,13.0,10.0,53756
5.0,13.0,11.0,53971
5.0,13.0,12.0,54432
5.0,13.0,13.0,54149
5.0,13.0,14.0,53966
5.0,13.0,15.0,54543
5.0,13.0,16.0,54254
5.0,13.0,17.0,54765
5.0,13.0,18.0,54788
5.0,13.0,19.0,54766
5.0,13.0,20.0,55078
5.0,13.0,21.0,54453
5.0,13.0,22.0,55252
5.0,13.0,23.0,54461
5.0,13.0,24.0,54930
5.0,13.0,25.0,54847
5.0,13.0,26.0,53508
5.0,13.0,27.0,52334
5.0,13.0,28.0,52207
5.0,13.0,29.0,52013
5.0,13.0,30.0,55890
5.0,13.0,31.0,53740
5.0,13.0,32.0,55306
5.0,13.0,33.0,54738
5.0,13.0,34.0,55357
5.0,13.0,35.0,55267
5.0,13.0,36.0,55089
5.0,13.0,37.0,55729
5.0,13.0,38.0,55415
5.0,13.0,39.0,56271
5.0,13.0,40.0,55751
5.0,13.0,41.0,55874
5.0,13.0,42.0,55929
5.0,13.0,43.0,55918
5.0,13.0,44.0,55856
5.0,13.0,45.0,56023
5.0,13.0,46.0,56004
5.0,13.0,47.0,56314
5.0,13.0,48.0,56289
5.0,13.0,49.0,55853
5.0,13.0,50.0,55651
5.0,13.0,51.0,56099
5.0,13.0,52.0,55309
5.0,13.0,53.0,55529
5.0,13.0,54.0,55096
5.0,13.0,55.0,53002
5.0,13.0,56.0,50541
5.0,13.0,57.0,49871
5.0,13.0,58.0,49259
5.0,13.0,59.0,49015
5.0,14.0,0.0,67097
5.0,14.0,1.0,53481
5.0,14.0,2.0,55374
5.0,14.0,3.0,54353
5.0,14.0,4.0,55196
5.0,14.0,5.0,56169
5.0,14.0,6.0,56381
5.0,14.0,7.0,56448
5.0,14.0,8.0,56870
5.0,14.0,9.0,56754
5.0,14.0,10.0,57609
5.0,14.0,11.0,57403
5.0,14.0,12.0,57698
5.0,14.0,13.0,57604
5.0,14.0,14.0,57698
5.0,14.0,15.0,57909
5.0,14.0,16.0,57971
5.0,14.0,17.0,58620
5.0,14.0,18.0,58155
5.0,14.0,19.0,58407
5.0,14.0,20.0,58378
5.0,14.0,21.0,58302
5.0,14.0,22.0,58050
5.0,14.0,23.0,58459
5.0,14.0,24.0,58433
5.0,14.0,25.0,57914
5.0,14.0,26.0,57157
5.0,14.0,27.0,56282
5.0,14.0,28.0,56053
5.0,14.0,29.0,55678
5.0,14.0,30.0,59373
5.0,14.0,31.0,57406
5.0,14.0,32.0,59373
5.0,14.0,33.0,57994
5.0,14.0,34.0,59097
5.0,14.0,35.0,58682
5.0,14.0,36.0,59419
5.0,14.0,37.0,58979
5.0,14.0,38.0,59069
5.0,14.0,39.0,59346
5.0,14.0,40.0,59367
5.0,14.0,41.0,59284
5.0,14.0,42.0,59344
5.0,14.0,43.0,59489
5.0,14.0,44.0,59281
5.0,14.0,45.0,59594
5.0,14.0,46.0,59215
5.0,14.0,47.0,59308
5.0,14.0,48.0,59432
5.0,14.0,49.0,59551
5.0,14.0,50.0,59174
5.0,14.0,51.0,58773
5.0,14.0,52.0,59029
5.0,14.0,53.0,58188
5.0,14.0,54.0,58464
5.0,14.0,55.0,55646
5.0,14.0,56.0,54264
5.0,14.0,57.0,52836
5.0,14.0,58.0,53009
5.0,14.0,59.0,52312
5.0,15.0,0.0,69055
5.0,15.0,1.0,57074
5.0,15.0,2.0,57907
5.0,15.0,3.0,57520
5.0,15.0,4.0,58361
5.0,15.0,5.0,58912
5.0,15.0,6.0,59827
5.0,15.0,7.0,59510
5.0,15.0,8.0,59424
5.0,15.0,9.0,60316
5.0,15.0,10.0,60163
5.0,15.0,11.0,60608
5.0,15.0,12.0,60529
5.0,15.0,13.0,60512
5.0,15.0,14.0,60187
5.0,15.0,15.0,61048
5.0,15.0,16.0,60990
5.0,15.0,17.0,60919
5.0,15.0,18.0,61116
5.0,15.0,19.0,61229
5.0,15.0,20.0,60758
5.0,15.0,21.0,61188
5.0,15.0,22.0,61031
5.0,15.0,23.0,61065
5.0,15.0,24.0,60838
5.0,15.0,25.0,60483
5.0,15.0,26.0,60147
5.0,15.0,27.0,57811
5.0,15.0,28.0,58387
5.0,15.0,29.0,58226
5.0,15.0,30.0,61778
5.0,15.0,31.0,60322
5.0,15.0,32.0,60976
5.0,15.0,33.0,60609
5.0,15.0,34.0,61377
5.0,15.0,35.0,61378
5.0,15.0,36.0,61639
5.0,15.0,37.0,61695
5.0,15.0,38.0,61635
5.0,15.0,39.0,61833
5.0,15.0,40.0,61769
5.0,15.0,41.0,62252
5.0,15.0,42.0,62281
5.0,15.0,43.0,61583
5.0,15.0,44.0,61913
5.0,15.0,45.0,62028
5.0,15.0,46.0,62411
5.0,15.0,47.0,61811
5.0,15.0,48.0,62226
5.0,15.0,49.0,61933
5.0,15.0,50.0,61978
5.0,15.0,51.0,61756
5.0,15.0,52.0,61403
5.0,15.0,53.0,61406
5.0,15.0,54.0,60995
5.0,15.0,55.0,58306
5.0,15.0,56.0,56050
5.0,15.0,57.0,55060
5.0,15.0,58.0,54979
5.0,15.0,59.0,53723
5.0,16.0,0.0,75455
5.0,16.0,1.0,59670
5.0,16.0,2.0,61842
5.0,16.0,3.0,60599
5.0,16.0,4.0,61883
5.0,16.0,5.0,61882
5.0,16.0,6.0,63231
5.0,16.0,7.0,62700
5.0,16.0,8.0,62590
5.0,16.0,9.0,63467
5.0,16.0,10.0,63620
5.0,16.0,11.0,63694
5.0,16.0,12.0,63870
5.0,16.0,13.0,63776
5.0,16.0,14.0,64009
5.0,16.0,15.0,64080
5.0,16.0,16.0,64341
5.0,16.0,17.0,64724
5.0,16.0,18.0,64226
5.0,16.0,19.0,64839
5.0,16.0,20.0,64548
5.0,16.0,21.0,64864
5.0,16.0,22.0,64869
5.0,16.0,23.0,65068
5.0,16.0,24.0,64847
5.0,16.0,25.0,64989
5.0,16.0,26.0,64313
5.0,16.0,27.0,64493
5.0,16.0,28.0,64334
5.0,16.0,29.0,63969
5.0,16.0,30.0,65290
5.0,16.0,31.0,64207
5.0,16.0,32.0,64900
5.0,16.0,33.0,64466
5.0,16.0,34.0,65223
5.0,16.0,35.0,64958
5.0,16.0,36.0,65443
5.0,16.0,37.0,64847
5.0,16.0,38.0,64942
5.0,16.0,39.0,65368
5.0,16.0,40.0,65324
5.0,16.0,41.0,64883
5.0,16.0,42.0,65325
5.0,16.0,43.0,64774
5.0,16.0,44.0,65431
5.0,16.0,45.0,64913
5.0,16.0,46.0,65411
5.0,16.0,47.0,64783
5.0,16.0,48.0,65242
5.0,16.0,49.0,64477
5.0,16.0,50.0,64761
5.0,16.0,51.0,64558
5.0,16.0,52.0,64700
5.0,16.0,53.0,64013
5.0,16.0,54.0,63578
5.0,16.0,55.0,61599
5.0,16.0,56.0,60581
5.0,16.0,57.0,60695
5.0,16.0,58.0,60121
5.0,16.0,59.0,57715
5.0,17.0,0.0,76117
5.0,17.0,1.0,62974
5.0,17.0,2.0,63106
5.0,17.0,3.0,63571
5.0,17.0,4.0,64262
5.0,17.0,5.0,64977
5.0,17.0,6.0,65925
5.0,17.0,7.0,65278
5.0,17.0,8.0,65534
5.0,17.0,9.0,66043
5.0,17.0,10.0,66146
5.0,17.0,11.0,66089
5.0,17.0,12.0,66603
5.0,17.0,13.0,66107
5.0,17.0,14.0,66011
5.0,17.0,15.0,66679
5.0,17.0,16.0,66708
5.0,17.0,17.0,66986
5.0,17.0,18.0,66810
5.0,17.0,19.0,66430
5.0,17.0,20.0,66973
5.0,17.0,21.0,66956
5.0,17.0,22.0,66727
5.0,17.0,23.0,67205
5.0,17.0,24.0,66920
5.0,17.0,25.0,66594
5.0,17.0,26.0,66611
5.0,17.0,27.0,65587
5.0,17.0,28.0,66303
5.0,17.0,29.0,66006
5.0,17.0,30.0,67933
5.0,17.0,31.0,66758
5.0,17.0,32.0,67526
5.0,17.0,33.0,66834
5.0,17.0,34.0,67567
5.0,17.0,35.0,67504
5.0,17.0,36.0,67380
5.0,17.0,37.0,67241
5.0,17.0,38.0,67337
5.0,17.0,39.0,67794
5.0,17.0,40.0,67435
5.0,17.0,41.0,67340
5.0,17.0,42.0,67400
5.0,17.0,43.0,67375
5.0,17.0,44.0,67379
5.0,17.0,45.0,67385
5.0,17.0,46.0,67133
5.0,17.0,47.0,67229
5.0,17.0,48.0,67685
5.0,17.0,49.0,66786
5.0,17.0,50.0,67252
5.0,17.0,51.0,67164
5.0,17.0,52.0,66500
5.0,17.0,53.0,66305
5.0,17.0,54.0,66115
5.0,17.0,55.0,64111
5.0,17.0,56.0,63473
5.0,17.0,57.0,63170
5.0,17.0,58.0,62489
5.0,17.0,59.0,61824
5.0,18.0,0.0,74661
5.0,18.0,1.0,65138
5.0,18.0,2.0,65442
5.0,18.0,3.0,65512
5.0,18.0,4.0,65496
5.0,18.0,5.0,66103
5.0,18.0,6.0,66193
5.0,18.0,7.0,66650
5.0,18.0,8.0,66296
5.0,18.0,9.0,66731
5.0,18.0,10.0,67430
5.0,18.0,11.0,66460
5.0,18.0,12.0,67225
5.0,18.0,13.0,66792
5.0,18.0,14.0,66191
5.0,18.0,15.0,66801
5.0,18.0,16.0,66883
5.0,18.0,17.0,67217
5.0,18.0,18.0,67300
5.0,18.0,19.0,66870
5.0,18.0,20.0,66952
5.0,18.0,21.0,67104
5.0,18.0,22.0,66508
5.0,18.0,23.0,67362
5.0,18.0,24.0,66350
5.0,18.0,25.0,66594
5.0,18.0,26.0,65514
5.0,18.0,27.0,65288
5.0,18.0,28.0,64951
5.0,18.0,29.0,63587
5.0,18.0,30.0,67207
5.0,18.0,31.0,65569
5.0,18.0,32.0,66249
5.0,18.0,33.0,65924
5.0,18.0,34.0,65746
5.0,18.0,35.0,66145
5.0,18.0,36.0,66092
5.0,18.0,37.0,66376
5.0,18.0,38.0,66383
5.0,18.0,39.0,66540
5.0,18.0,40.0,66113
5.0,18.0,41.0,66643
5.0,18.0,42.0,65790
5.0,18.0,43.0,66311
5.0,18.0,44.0,65869
5.0,18.0,45.0,65807
5.0,18.0,46.0,66399
5.0,18.0,47.0,66321
5.0,18.0,48.0,66395
5.0,18.0,49.0,66478
5.0,18.0,50.0,65936
5.0,18.0,51.0,66098
5.0,18.0,52.0,65982
5.0,18.0,53.0,66263
5.0,18.0,54.0,65558
5.0,18.0,55.0,64544
5.0,18.0,56.0,63210
5.0,18.0,57.0,62618
5.0,18.0,58.0,62532
5.0,18.0,59.0,60190
5.0,19.0,0.0,71606
5.0,19.0,1.0,62452
5.0,19.0,2.0,62309
5.0,19.0,3.0,62320
5.0,19.0,4.0,63518
5.0,19.0,5.0,62833
5.0,19.0,6.0,64155
5.0,19.0,7.0,63218
5.0,19.0,8.0,63358
5.0,19.0,9.0,63790
5.0,19.0,10.0,63917
5.0,19.0,11.0,63950
5.0,19.0,12.0,63379
5.0,19.0,13.0,63313
5.0,19.0,14.0,63580
5.0,19.0,15.0,63932
5.0,19.0,16.0,63863
5.0,19.0,17.0,63877
5.0,19.0,18.0,63553
5.0,19.0,19.0,63908
5.0,19.0,20.0,63974
5.0,19.0,21.0,63759
5.0,19.0,22.0,63627
5.0,19.0,23.0,63786
5.0,19.0,24.0,63710
5.0,19.0,25.0,62850
5.0,19.0,26.0,62524
5.0,19.0,27.0,62087
5.0,19.0,28.0,61434
5.0,19.0,29.0,61547
5.0,19.0,30.0,65179
5.0,19.0,31.0,63050
5.0,19.0,32.0,63928
5.0,19.0,33.0,63514
5.0,19.0,34.0,63940
5.0,19.0,35.0,63965
5.0,19.0,36.0,64062
5.0,19.0,37.0,63818
5.0,19.0,38.0,63820
5.0,19.0,39.0,64118
5.0,19.0,40.0,63947
5.0,19.0,41.0,63887
5.0,19.0,42.0,63611
5.0,19.0,43.0,64017
5.0,19.0,44.0,63761
5.0,19.0,45.0,63819
5.0,19.0,46.0,63524
5.0,19.0,47.0,63723
5.0,19.0,48.0,63308
5.0,19.0,49.0,63596
5.0,19.0,50.0,63445
5.0,19.0,51.0,62992
5.0,19.0,52.0,62669
5.0,19.0,53.0,63019
5.0,19.0,54.0,62918
5.0,19.0,55.0,60983
5.0,19.0,56.0,59322
5.0,19.0,57.0,58356
5.0,19.0,58.0,57676
5.0,19.0,59.0,56004
5.0,20.0,0.0,69676
5.0,20.0,1.0,60618
5.0,20.0,2.0,61574
5.0,20.0,3.0,60809
5.0,20.0,4.0,62361
5.0,20.0,5.0,61638
5.0,20.0,6.0,62303
5.0,20.0,7.0,62270
5.0,20.0,8.0,62609
5.0,20.0,9.0,62225
5.0,20.0,10.0,62884
5.0,20.0,11.0,62776
5.0,20.0,12.0,62925
5.0,20.0,13.0,62781
5.0,20.0,14.0,62456
5.0,20.0,15.0,62987
5.0,20.0,16.0,62324
5.0,20.0,17.0,62962
5.0,20.0,18.0,62739
5.0,20.0,19.0,63104
5.0,20.0,20.0,62682
5.0,20.0,21.0,62563
5.0,20.0,22.0,62727
5.0,20.0,23.0,62361
5.0,20.0,24.0,62195
5.0,20.0,25.0,61943
5.0,20.0,26.0,61461
5.0,20.0,27.0,60130
5.0,20.0,28.0,60295
5.0,20.0,29.0,59777
5.0,20.0,30.0,63329
5.0,20.0,31.0,60623
5.0,20.0,32.0,62290
5.0,20.0,33.0,61188
5.0,20.0,34.0,61675
5.0,20.0,35.0,61365
5.0,20.0,36.0,61783
5.0,20.0,37.0,61505
5.0,20.0,38.0,61560
5.0,20.0,39.0,61682
5.0,20.0,40.0,61642
5.0,20.0,41.0,61402
5.0,20.0,42.0,61675
5.0,20.0,43.0,61004
5.0,20.0,44.0,61460
5.0,20.0,45.0,60809
5.0,20.0,46.0,61220
5.0,20.0,47.0,61099
5.0,20.0,48.0,61460
5.0,20.0,49.0,60315
5.0,20.0,50.0,60633
5.0,20.0,51.0,60205
5.0,20.0,52.0,60463
5.0,20.0,53.0,60247
5.0,20.0,54.0,59431
5.0,20.0,55.0,57453
5.0,20.0,56.0,55999
