day,hour,minute,number_of_games
0.0,0.0,0.0,43688
0.0,0.0,1.0,34484
0.0,0.0,2.0,34868
0.0,0.0,3.0,34191
0.0,0.0,4.0,34780
0.0,0.0,5.0,35054
0.0,0.0,6.0,35578
0.0,0.0,7.0,34706
0.0,0.0,8.0,35110
0.0,0.0,9.0,35101
0.0,0.0,10.0,35202
0.0,0.0,11.0,35130
0.0,0.0,12.0,34419
0.0,0.0,13.0,34502
0.0,0.0,14.0,34703
0.0,0.0,15.0,34959
0.0,0.0,16.0,34682
0.0,0.0,17.0,34671
0.0,0.0,18.0,34668
0.0,0.0,19.0,34192
0.0,0.0,20.0,34609
0.0,0.0,21.0,34389
0.0,0.0,22.0,33995
0.0,0.0,23.0,34180
0.0,0.0,24.0,33715
0.0,0.0,25.0,33481
0.0,0.0,26.0,32579
0.0,0.0,27.0,31993
0.0,0.0,28.0,32183
0.0,0.0,29.0,31528
0.0,0.0,30.0,33968
0.0,0.0,31.0,32665
0.0,0.0,32.0,33445
0.0,0.0,33.0,32640
0.0,0.0,34.0,33217
0.0,0.0,35.0,32614
0.0,0.0,36.0,32716
0.0,0.0,37.0,32859
0.0,0.0,38.0,32223
0.0,0.0,39.0,32939
0.0,0.0,40.0,32272
0.0,0.0,41.0,32361
0.0,0.0,42.0,31939
0.0,0.0,43.0,32293
0.0,0.0,44.0,32125
0.0,0.0,45.0,32026
0.0,0.0,46.0,32135
0.0,0.0,47.0,31942
0.0,0.0,48.0,31977
0.0,0.0,49.0,31905
0.0,0.0,50.0,31530
0.0,0.0,51.0,31373
0.0,0.0,52.0,31460
0.0,0.0,53.0,31137
0.0,0.0,54.0,30490
0.0,0.0,55.0,29258
0.0,0.0,56.0,27908
0.0,0.0,57.0,27763
0.0,0.0,58.0,27336
0.0,0.0,59.0,26927
0.0,1.0,0.0,35332
0.0,1.0,1.0,29085
0.0,1.0,2.0,29390
0.0,1.0,3.0,29244
0.0,1.0,4.0,29691
0.0,1.0,5.0,29560
0.0,1.0,6.0,30019
0.0,1.0,7.0,29503
0.0,1.0,8.0,29588
0.0,1.0,9.0,30004
0.0,1.0,10.0,29371
0.0,1.0,11.0,29772
0.0,1.0,12.0,29446
0.0,1.0,13.0,29277
0.0,1.0,14.0,29620
0.0,1.0,15.0,29511
0.0,1.0,16.0,29460
0.0,1.0,17.0,29518
0.0,1.0,18.0,29436
0.0,1.0,19.0,29223
0.0,1.0,20.0,29252
0.0,1.0,21.0,29182
0.0,1.0,22.0,29105
0.0,1.0,23.0,28765
0.0,1.0,24.0,28834
0.0,1.0,25.0,28624
0.0,1.0,26.0,27932
0.0,1.0,27.0,27459
0.0,1.0,28.0,27067
0.0,1.0,29.0,27294
0.0,1.0,30.0,29407
0.0,1.0,31.0,27721
0.0,1.0,32.0,28633
0.0,1.0,33.0,27726
0.0,1.0,34.0,28236
0.0,1.0,35.0,28416
0.0,1.0,36.0,28027
0.0,1.0,37.0,28334
0.0,1.0,38.0,28286
0.0,1.0,39.0,28143
0.0,1.0,40.0,28138
0.0,1.0,41.0,27884
0.0,1.0,42.0,27958
0.0,1.0,43.0,28074
0.0,1.0,44.0,27826
0.0,1.0,45.0,28019
0.0,1.0,46.0,27380
0.0,1.0,47.0,27817
0.0,1.0,48.0,27437
0.0,1.0,49.0,27523
0.0,1.0,50.0,27520
0.0,1.0,51.0,27345
0.0,1.0,52.0,27011
0.0,1.0,53.0,27143
0.0,1.0,54.0,26517
0.0,1.0,55.0,25203
0.0,1.0,56.0,24259
0.0,1.0,57.0,23662
0.0,1.0,58.0,23448
0.0,1.0,59.0,23098
0.0,2.0,0.0,32395
0.0,2.0,1.0,25878
0.0,2.0,2.0,26268
0.0,2.0,3.0,25438
0.0,2.0,4.0,26171
0.0,2.0,5.0,26155
0.0,2.0,6.0,26529
0.0,2.0,7.0,26216
0.0,2.0,8.0,26107
0.0,2.0,9.0,26690
0.0,2.0,10.0,26653
0.0,2.0,11.0,26504
0.0,2.0,12.0,26656
0.0,2.0,13.0,26163
0.0,2.0,14.0,26638
0.0,2.0,15.0,26262
0.0,2.0,16.0,26308
0.0,2.0,17.0,26397
0.0,2.0,18.0,26292
0.0,2.0,19.0,26292
0.0,2.0,20.0,26523
0.0,2.0,21.0,26179
0.0,2.0,22.0,25806
0.0,2.0,23.0,26123
0.0,2.0,24.0,26080
0.0,2.0,25.0,25920
0.0,2.0,26.0,25305
0.0,2.0,27.0,24634
0.0,2.0,28.0,24751
0.0,2.0,29.0,24691
0.0,2.0,30.0,26418
0.0,2.0,31.0,25029
0.0,2.0,32.0,25999
0.0,2.0,33.0,25861
0.0,2.0,34.0,25460
0.0,2.0,35.0,25727
0.0,2.0,36.0,25767
0.0,2.0,37.0,25689
0.0,2.0,38.0,25561
0.0,2.0,39.0,25826
0.0,2.0,40.0,25795
0.0,2.0,41.0,25505
0.0,2.0,42.0,25739
0.0,2.0,43.0,25644
0.0,2.0,44.0,25370
0.0,2.0,45.0,25564
0.0,2.0,46.0,25902
0.0,2.0,47.0,25227
0.0,2.0,48.0,25226
0.0,2.0,49.0,25085
0.0,2.0,50.0,25321
0.0,2.0,51.0,25010
0.0,2.0,52.0,25335
0.0,2.0,53.0,24773
0.0,2.0,54.0,24779
0.0,2.0,55.0,23514
0.0,2.0,56.0,22653
0.0,2.0,57.0,22400
0.0,2.0,58.0,22260
0.0,2.0,59.0,21775
0.0,3.0,0.0,28353
0.0,3.0,1.0,23420
0.0,3.0,2.0,23793
0.0,3.0,3.0,23349
0.0,3.0,4.0,23686
0.0,3.0,5.0,24096
0.0,3.0,6.0,24310
0.0,3.0,7.0,24011
0.0,3.0,8.0,23928
0.0,3.0,9.0,24151
0.0,3.0,10.0,24126
0.0,3.0,11.0,24218
0.0,3.0,12.0,24354
0.0,3.0,13.0,24203
0.0,3.0,14.0,24263
0.0,3.0,15.0,24158
0.0,3.0,16.0,24223
0.0,3.0,17.0,24060
0.0,3.0,18.0,23923
0.0,3.0,19.0,24101
0.0,3.0,20.0,24423
0.0,3.0,21.0,24157
0.0,3.0,22.0,24053
0.0,3.0,23.0,23941
0.0,3.0,24.0,24416
0.0,3.0,25.0,24077
0.0,3.0,26.0,23324
0.0,3.0,27.0,23199
0.0,3.0,28.0,23226
0.0,3.0,29.0,22664
0.0,3.0,30.0,24599
0.0,3.0,31.0,23732
0.0,3.0,32.0,23971
0.0,3.0,33.0,23809
0.0,3.0,34.0,24246
0.0,3.0,35.0,24086
0.0,3.0,36.0,24179
0.0,3.0,37.0,24243
0.0,3.0,38.0,24141
0.0,3.0,39.0,24116
0.0,3.0,40.0,24013
0.0,3.0,41.0,23897
0.0,3.0,42.0,24267
0.0,3.0,43.0,24230
0.0,3.0,44.0,24206
0.0,3.0,45.0,24263
0.0,3.0,46.0,23954
0.0,3.0,47.0,23998
0.0,3.0,48.0,24077
0.0,3.0,49.0,23583
0.0,3.0,50.0,23890
0.0,3.0,51.0,23668
0.0,3.0,52.0,23581
0.0,3.0,53.0,23556
0.0,3.0,54.0,23467
0.0,3.0,55.0,22060
0.0,3.0,56.0,21400
0.0,3.0,57.0,20929
0.0,3.0,58.0,20726
0.0,3.0,59.0,20147
0.0,4.0,0.0,28020
0.0,4.0,1.0,22501
0.0,4.0,2.0,23423
0.0,4.0,3.0,22682
0.0,4.0,4.0,23175
0.0,4.0,5.0,23229
0.0,4.0,6.0,23241
0.0,4.0,7.0,23242
0.0,4.0,8.0,23341
0.0,4.0,9.0,23756
0.0,4.0,10.0,23911
0.0,4.0,11.0,23456
0.0,4.0,12.0,23522
0.0,4.0,13.0,23819
0.0,4.0,14.0,23599
0.0,4.0,15.0,23962
0.0,4.0,16.0,23835
0.0,4.0,17.0,23934
0.0,4.0,18.0,23893
0.0,4.0,19.0,23831
0.0,4.0,20.0,24120
0.0,4.0,21.0,24080
0.0,4.0,22.0,23905
0.0,4.0,23.0,23953
0.0,4.0,24.0,24001
0.0,4.0,25.0,23864
0.0,4.0,26.0,23966
0.0,4.0,27.0,23476
0.0,4.0,28.0,23490
0.0,4.0,29.0,23466
0.0,4.0,30.0,24349
0.0,4.0,31.0,23697
0.0,4.0,32.0,23964
0.0,4.0,33.0,23873
0.0,4.0,34.0,24062
0.0,4.0,35.0,23925
0.0,4.0,36.0,23905
0.0,4.0,37.0,24051
0.0,4.0,38.0,24116
0.0,4.0,39.0,24284
0.0,4.0,40.0,24018
0.0,4.0,41.0,24218
0.0,4.0,42.0,24102
0.0,4.0,43.0,24198
0.0,4.0,44.0,24099
0.0,4.0,45.0,24259
0.0,4.0,46.0,23951
0.0,4.0,47.0,23298
0.0,4.0,48.0,24168
0.0,4.0,49.0,23974
0.0,4.0,50.0,24149
0.0,4.0,51.0,23936
0.0,4.0,52.0,23697
0.0,4.0,53.0,23538
0.0,4.0,54.0,24096
0.0,4.0,55.0,22721
0.0,4.0,56.0,22619
0.0,4.0,57.0,22542
0.0,4.0,58.0,22400
0.0,4.0,59.0,21288
0.0,5.0,0.0,27273
0.0,5.0,1.0,23219
0.0,5.0,2.0,23006
0.0,5.0,3.0,23079
0.0,5.0,4.0,23378
0.0,5.0,5.0,23717
0.0,5.0,6.0,23948
0.0,5.0,7.0,23962
0.0,5.0,8.0,24144
0.0,5.0,9.0,23927
0.0,5.0,10.0,24340
0.0,5.0,11.0,24409
0.0,5.0,12.0,24302
0.0,5.0,13.0,24360
0.0,5.0,14.0,24436
0.0,5.0,15.0,24232
0.0,5.0,16.0,24788
0.0,5.0,17.0,24803
0.0,5.0,18.0,24482
0.0,5.0,19.0,24623
0.0,5.0,20.0,24726
0.0,5.0,21.0,24554
0.0,5.0,22.0,24902
0.0,5.0,23.0,24707
0.0,5.0,24.0,24439
0.0,5.0,25.0,24698
0.0,5.0,26.0,24030
0.0,5.0,27.0,23526
0.0,5.0,28.0,23590
0.0,5.0,29.0,23571
0.0,5.0,30.0,25269
0.0,5.0,31.0,24722
0.0,5.0,32.0,24897
0.0,5.0,33.0,24664
0.0,5.0,34.0,24848
0.0,5.0,35.0,25090
0.0,5.0,36.0,25032
0.0,5.0,37.0,25451
0.0,5.0,38.0,25182
0.0,5.0,39.0,25782
0.0,5.0,40.0,25995
0.0,5.0,41.0,25715
0.0,5.0,42.0,25720
0.0,5.0,43.0,25741
0.0,5.0,44.0,26029
0.0,5.0,45.0,25851
0.0,5.0,46.0,25761
0.0,5.0,47.0,25699
0.0,5.0,48.0,26362
0.0,5.0,49.0,25963
0.0,5.0,50.0,26103
0.0,5.0,51.0,26258
0.0,5.0,52.0,25832
0.0,5.0,53.0,25976
0.0,5.0,54.0,26020
0.0,5.0,55.0,25282
0.0,5.0,56.0,24101
0.0,5.0,57.0,23925
0.0,5.0,58.0,23530
0.0,5.0,59.0,23649
0.0,6.0,0.0,30034
0.0,6.0,1.0,25298
0.0,6.0,2.0,25707
0.0,6.0,3.0,25768
0.0,6.0,4.0,26125
0.0,6.0,5.0,25939
0.0,6.0,6.0,26214
0.0,6.0,7.0,26393
0.0,6.0,8.0,26563
0.0,6.0,9.0,26569
0.0,6.0,10.0,26875
0.0,6.0,11.0,27102
0.0,6.0,12.0,27129
0.0,6.0,13.0,26942
0.0,6.0,14.0,27130
0.0,6.0,15.0,27004
0.0,6.0,16.0,27314
0.0,6.0,17.0,27481
0.0,6.0,18.0,27278
0.0,6.0,19.0,27279
0.0,6.0,20.0,27656
0.0,6.0,21.0,27383
0.0,6.0,22.0,27644
0.0,6.0,23.0,27250
0.0,6.0,24.0,27633
0.0,6.0,25.0,27163
0.0,6.0,26.0,26782
0.0,6.0,27.0,26477
0.0,6.0,28.0,26264
0.0,6.0,29.0,26006
0.0,6.0,30.0,28509
0.0,6.0,31.0,26802
0.0,6.0,32.0,27941
0.0,6.0,33.0,27557
0.0,6.0,34.0,27845
0.0,6.0,35.0,28083
0.0,6.0,36.0,27703
0.0,6.0,37.0,28520
0.0,6.0,38.0,28207
0.0,6.0,39.0,28634
0.0,6.0,40.0,28257
0.0,6.0,41.0,28701
0.0,6.0,42.0,28451
0.0,6.0,43.0,28538
0.0,6.0,44.0,28965
0.0,6.0,45.0,28833
0.0,6.0,46.0,28790
0.0,6.0,47.0,29103
0.0,6.0,48.0,29080
0.0,6.0,49.0,29122
0.0,6.0,50.0,28755
0.0,6.0,51.0,29347
0.0,6.0,52.0,28850
0.0,6.0,53.0,28997
0.0,6.0,54.0,28873
0.0,6.0,55.0,28280
0.0,6.0,56.0,27634
0.0,6.0,57.0,26935
0.0,6.0,58.0,27193
0.0,6.0,59.0,27029
0.0,7.0,0.0,34199
0.0,7.0,1.0,29172
0.0,7.0,2.0,29487
0.0,7.0,3.0,29294
0.0,7.0,4.0,30036
0.0,7.0,5.0,29848
0.0,7.0,6.0,30584
0.0,7.0,7.0,30648
0.0,7.0,8.0,30682
0.0,7.0,9.0,30783
0.0,7.0,10.0,31490
0.0,7.0,11.0,30689
0.0,7.0,12.0,31239
0.0,7.0,13.0,31188
0.0,7.0,14.0,31296
0.0,7.0,15.0,31453
0.0,7.0,16.0,31661
0.0,7.0,17.0,31430
0.0,7.0,18.0,31665
0.0,7.0,19.0,31903
0.0,7.0,20.0,31713
0.0,7.0,21.0,31913
0.0,7.0,22.0,31969
0.0,7.0,23.0,32187
0.0,7.0,24.0,32081
0.0,7.0,25.0,31868
0.0,7.0,26.0,31103
0.0,7.0,27.0,30854
0.0,7.0,28.0,30772
0.0,7.0,29.0,30743
0.0,7.0,30.0,32989
0.0,7.0,31.0,31782
0.0,7.0,32.0,32377
0.0,7.0,33.0,32645
0.0,7.0,34.0,32298
0.0,7.0,35.0,32668
0.0,7.0,36.0,33031
0.0,7.0,37.0,32960
0.0,7.0,38.0,32863
0.0,7.0,39.0,33186
0.0,7.0,40.0,33354
0.0,7.0,41.0,33097
0.0,7.0,42.0,33366
0.0,7.0,43.0,33386
0.0,7.0,44.0,33539
0.0,7.0,45.0,33659
0.0,7.0,46.0,33640
0.0,7.0,47.0,33981
0.0,7.0,48.0,33428
0.0,7.0,49.0,33745
0.0,7.0,50.0,33937
0.0,7.0,51.0,33849
0.0,7.0,52.0,33716
0.0,7.0,53.0,33601
0.0,7.0,54.0,33847
0.0,7.0,55.0,32639
0.0,7.0,56.0,31524
0.0,7.0,57.0,30808
0.0,7.0,58.0,30207
0.0,7.0,59.0,29840
0.0,8.0,0.0,40465
0.0,8.0,1.0,33207
0.0,8.0,2.0,34114
0.0,8.0,3.0,33618
0.0,8.0,4.0,34539
0.0,8.0,5.0,34374
0.0,8.0,6.0,34775
0.0,8.0,7.0,34712
0.0,8.0,8.0,34941
0.0,8.0,9.0,35290
0.0,8.0,10.0,35718
0.0,8.0,11.0,35802
0.0,8.0,12.0,35676
0.0,8.0,13.0,35910
0.0,8.0,14.0,36173
0.0,8.0,15.0,36285
0.0,8.0,16.0,36278
0.0,8.0,17.0,36500
0.0,8.0,18.0,36208
0.0,8.0,19.0,36048
0.0,8.0,20.0,36376
0.0,8.0,21.0,36303
0.0,8.0,22.0,36719
0.0,8.0,23.0,36617
0.0,8.0,24.0,36808
0.0,8.0,25.0,36436
0.0,8.0,26.0,35706
0.0,8.0,27.0,35026
0.0,8.0,28.0,35099
0.0,8.0,29.0,34969
0.0,8.0,30.0,37954
0.0,8.0,31.0,35897
0.0,8.0,32.0,37382
0.0,8.0,33.0,37179
0.0,8.0,34.0,37576
0.0,8.0,35.0,37423
0.0,8.0,36.0,37636
0.0,8.0,37.0,37652
0.0,8.0,38.0,38155
0.0,8.0,39.0,37886
0.0,8.0,40.0,38243
0.0,8.0,41.0,38384
0.0,8.0,42.0,38205
0.0,8.0,43.0,38428
0.0,8.0,44.0,38406
0.0,8.0,45.0,38616
0.0,8.0,46.0,39237
0.0,8.0,47.0,38963
0.0,8.0,48.0,38814
0.0,8.0,49.0,39072
0.0,8.0,50.0,38998
0.0,8.0,51.0,38629
0.0,8.0,52.0,38931
0.0,8.0,53.0,38787
0.0,8.0,54.0,38470
0.0,8.0,55.0,37040
0.0,8.0,56.0,36047
0.0,8.0,57.0,35462
0.0,8.0,58.0,35058
0.0,8.0,59.0,34867
0.0,9.0,0.0,43695
0.0,9.0,1.0,37536
0.0,9.0,2.0,37688
0.0,9.0,3.0,37622
0.0,9.0,4.0,38229
0.0,9.0,5.0,38372
0.0,9.0,6.0,39199
0.0,9.0,7.0,38812
0.0,9.0,8.0,38482
0.0,9.0,9.0,39028
0.0,9.0,10.0,39380
0.0,9.0,11.0,39453
0.0,9.0,12.0,39716
0.0,9.0,13.0,39645
0.0,9.0,14.0,39625
0.0,9.0,15.0,40162
0.0,9.0,16.0,39895
0.0,9.0,17.0,40279
0.0,9.0,18.0,40090
0.0,9.0,19.0,40087
0.0,9.0,20.0,40477
0.0,9.0,21.0,39862
0.0,9.0,22.0,40748
0.0,9.0,23.0,40283
0.0,9.0,24.0,40582
0.0,9.0,25.0,40290
0.0,9.0,26.0,40105
0.0,9.0,27.0,39410
0.0,9.0,28.0,39529
0.0,9.0,29.0,39483
0.0,9.0,30.0,42484
0.0,9.0,31.0,40665
0.0,9.0,32.0,41979
0.0,9.0,33.0,41196
0.0,9.0,34.0,41820
0.0,9.0,35.0,42308
0.0,9.0,36.0,41804
0.0,9.0,37.0,42598
0.0,9.0,38.0,42365
0.0,9.0,39.0,42546
0.0,9.0,40.0,42510
0.0,9.0,41.0,42380
0.0,9.0,42.0,42646
0.0,9.0,43.0,42945
0.0,9.0,44.0,42876
0.0,9.0,45.0,42901
0.0,9.0,46.0,43223
0.0,9.0,47.0,43007
0.0,9.0,48.0,43136
0.0,9.0,49.0,43296
0.0,9.0,50.0,42908
0.0,9.0,51.0,43192
0.0,9.0,52.0,42923
0.0,9.0,53.0,42498
0.0,9.0,54.0,42542
0.0,9.0,55.0,41170
0.0,9.0,56.0,39534
0.0,9.0,57.0,38775
0.0,9.0,58.0,38771
0.0,9.0,59.0,38337
0.0,10.0,0.0,53184
0.0,10.0,1.0,42392
0.0,10.0,2.0,43323
0.0,10.0,3.0,42281
0.0,10.0,4.0,43562
0.0,10.0,5.0,43589
0.0,10.0,6.0,44115
0.0,10.0,7.0,44200
0.0,10.0,8.0,44822
0.0,10.0,9.0,44458
0.0,10.0,10.0,44906
0.0,10.0,11.0,44980
0.0,10.0,12.0,45199
0.0,10.0,13.0,45338
0.0,10.0,14.0,44999
0.0,10.0,15.0,45426
0.0,10.0,16.0,45109
0.0,10.0,17.0,45451
0.0,10.0,18.0,45771
0.0,10.0,19.0,45818
0.0,10.0,20.0,45642
0.0,10.0,21.0,45515
0.0,10.0,22.0,45815
0.0,10.0,23.0,45735
0.0,10.0,24.0,45517
0.0,10.0,25.0,45786
0.0,10.0,26.0,44750
0.0,10.0,27.0,44093
0.0,10.0,28.0,44024
0.0,10.0,29.0,43643
0.0,10.0,30.0,47217
0.0,10.0,31.0,44658
0.0,10.0,32.0,46358
0.0,10.0,33.0,45429
0.0,10.0,34.0,46128
0.0,10.0,35.0,46120
0.0,10.0,36.0,46113
0.0,10.0,37.0,46213
0.0,10.0,38.0,46142
0.0,10.0,39.0,46054
0.0,10.0,40.0,46205
0.0,10.0,41.0,46253
0.0,10.0,42.0,46283
0.0,10.0,43.0,46270
0.0,10.0,44.0,46410
0.0,10.0,45.0,46215
0.0,10.0,46.0,46580
0.0,10.0,47.0,46451
0.0,10.0,48.0,46277
0.0,10.0,49.0,46526
0.0,10.0,50.0,46175
0.0,10.0,51.0,46509
0.0,10.0,52.0,46221
0.0,10.0,53.0,46258
0.0,10.0,54.0,45970
0.0,10.0,55.0,44255
0.0,10.0,56.0,42782
0.0,10.0,57.0,42158
0.0,10.0,58.0,42043
0.0,10.0,59.0,41757
0.0,11.0,0.0,54078
0.0,11.0,1.0,45181
0.0,11.0,2.0,45634
0.0,11.0,3.0,45307
0.0,11.0,4.0,45893
0.0,11.0,5.0,46646
0.0,11.0,6.0,46672
0.0,11.0,7.0,46692
0.0,11.0,8.0,46576
0.0,11.0,9.0,46500
0.0,11.0,10.0,46967
0.0,11.0,11.0,46616
0.0,11.0,12.0,47244
0.0,11.0,13.0,47106
0.0,11.0,14.0,47157
0.0,11.0,15.0,46866
0.0,11.0,16.0,47615
0.0,11.0,17.0,47919
0.0,11.0,18.0,47220
0.0,11.0,19.0,47703
0.0,11.0,20.0,47343
0.0,11.0,21.0,47286
0.0,11.0,22.0,47683
0.0,11.0,23.0,47650
0.0,11.0,24.0,47702
0.0,11.0,25.0,47668
0.0,11.0,26.0,46937
0.0,11.0,27.0,46430
0.0,11.0,28.0,46309
0.0,11.0,29.0,46174
0.0,11.0,30.0,49474
0.0,11.0,31.0,48326
0.0,11.0,32.0,48677
0.0,11.0,33.0,48841
0.0,11.0,34.0,48962
0.0,11.0,35.0,49167
0.0,11.0,36.0,49153
0.0,11.0,37.0,49735
0.0,11.0,38.0,49644
0.0,11.0,39.0,49586
0.0,11.0,40.0,49919
0.0,11.0,41.0,49588
0.0,11.0,42.0,49728
0.0,11.0,43.0,50032
0.0,11.0,44.0,50349
0.0,11.0,45.0,50254
0.0,11.0,46.0,50094
0.0,11.0,47.0,50047
0.0,11.0,48.0,49693
0.0,11.0,49.0,50338
0.0,11.0,50.0,50445
0.0,11.0,51.0,50206
0.0,11.0,52.0,49430
0.0,11.0,53.0,49497
0.0,11.0,54.0,49062
0.0,11.0,55.0,46557
0.0,11.0,56.0,44992
0.0,11.0,57.0,43820
0.0,11.0,58.0,43209
0.0,11.0,59.0,42903
0.0,12.0,0.0,58527
0.0,12.0,1.0,47137
0.0,12.0,2.0,48007
0.0,12.0,3.0,47131
0.0,12.0,4.0,48184
0.0,12.0,5.0,48295
0.0,12.0,6.0,49213
0.0,12.0,7.0,48958
0.0,12.0,8.0,49265
0.0,12.0,9.0,49177
0.0,12.0,10.0,49782
0.0,12.0,11.0,49569
0.0,12.0,12.0,50201
0.0,12.0,13.0,49770
0.0,12.0,14.0,49778
0.0,12.0,15.0,49605
0.0,12.0,16.0,50308
0.0,12.0,17.0,50272
0.0,12.0,18.0,50254
0.0,12.0,19.0,50332
0.0,12.0,20.0,50476
0.0,12.0,21.0,50372
0.0,12.0,22.0,50854
0.0,12.0,23.0,50626
0.0,12.0,24.0,50545
0.0,12.0,25.0,50722
0.0,12.0,26.0,49140
0.0,12.0,27.0,48760
0.0,12.0,28.0,49001
0.0,12.0,29.0,48285
0.0,12.0,30.0,52540
0.0,12.0,31.0,49959
0.0,12.0,32.0,51198
0.0,12.0,33.0,50803
0.0,12.0,34.0,51568
0.0,12.0,35.0,51023
0.0,12.0,36.0,51094
0.0,12.0,37.0,51382
0.0,12.0,38.0,51691
0.0,12.0,39.0,52121
0.0,12.0,40.0,51900
0.0,12.0,41.0,51764
0.0,12.0,42.0,51820
0.0,12.0,43.0,51964
0.0,12.0,44.0,52031
0.0,12.0,45.0,51689
0.0,12.0,46.0,52333
0.0,12.0,47.0,52348
0.0,12.0,48.0,52237
0.0,12.0,49.0,52248
0.0,12.0,50.0,52471
0.0,12.0,51.0,52408
0.0,12.0,52.0,52191
0.0,12.0,53.0,52163
0.0,12.0,54.0,52109
0.0,12.0,55.0,49938
0.0,12.0,56.0,47995
0.0,12.0,57.0,47829
0.0,12.0,58.0,47575
0.0,12.0,59.0,46904
0.0,13.0,0.0,61942
0.0,13.0,1.0,51120
0.0,13.0,2.0,52169
0.0,13.0,3.0,51825
0.0,13.0,4.0,52375
0.0,13.0,5.0,53024
0.0,13.0,6.0,54240
0.0,13.0,7.0,53489
0.0,13.0,8.0,53673
0.0,13.0,9.0,53953
0.0,13.0,10.0,54102
0.0,13.0,11.0,54468
0.0,13.0,12.0,53838
0.0,13.0,13.0,54434
0.0,13.0,14.0,54335
0.0,13.0,15.0,54641
0.0,13.0,16.0,54730
0.0,13.0,17.0,54485
0.0,13.0,18.0,54953
0.0,13.0,19.0,55194
0.0,13.0,20.0,55088
0.0,13.0,21.0,54944
0.0,13.0,22.0,55473
0.0,13.0,23.0,54806
0.0,13.0,24.0,55062
0.0,13.0,25.0,55388
0.0,13.0,26.0,53385
0.0,13.0,27.0,52528
0.0,13.0,28.0,52725
0.0,13.0,29.0,52236
0.0,13.0,30.0,56357
0.0,13.0,31.0,54003
0.0,13.0,32.0,54658
0.0,13.0,33.0,54698
0.0,13.0,34.0,55510
0.0,13.0,35.0,55428
0.0,13.0,36.0,55344
0.0,13.0,37.0,55489
0.0,13.0,38.0,55489
0.0,13.0,39.0,55437
0.0,13.0,40.0,56476
0.0,13.0,41.0,55254
0.0,13.0,42.0,56440
0.0,13.0,43.0,55782
0.0,13.0,44.0,56383
0.0,13.0,45.0,55863
0.0,13.0,46.0,56506
0.0,13.0,47.0,55945
0.0,13.0,48.0,56378
0.0,13.0,49.0,56562
0.0,13.0,50.0,55885
0.0,13.0,51.0,56043
0.0,13.0,52.0,56091
0.0,13.0,53.0,55900
0.0,13.0,54.0,55595
0.0,13.0,55.0,53594
0.0,13.0,56.0,51006
0.0,13.0,57.0,50103
0.0,13.0,58.0,50071
0.0,13.0,59.0,49602
0.0,14.0,0.0,68821
0.0,14.0,1.0,54273
0.0,14.0,2.0,55824
0.0,14.0,3.0,55296
0.0,14.0,4.0,56194
0.0,14.0,5.0,56432
0.0,14.0,6.0,57547
0.0,14.0,7.0,56977
0.0,14.0,8.0,57587
0.0,14.0,9.0,57949
0.0,14.0,10.0,58216
0.0,14.0,11.0,57666
0.0,14.0,12.0,58095
0.0,14.0,13.0,58192
0.0,14.0,14.0,58791
0.0,14.0,15.0,58720
0.0,14.0,16.0,58615
0.0,14.0,17.0,58954
0.0,14.0,18.0,58284
0.0,14.0,19.0,58214
0.0,14.0,20.0,58052
0.0,14.0,21.0,58604
0.0,14.0,22.0,58366
0.0,14.0,23.0,58750
0.0,14.0,24.0,59419
0.0,14.0,25.0,58619
0.0,14.0,26.0,57256
0.0,14.0,27.0,56879
0.0,14.0,28.0,56445
0.0,14.0,29.0,56392
0.0,14.0,30.0,61120
0.0,14.0,31.0,57980
0.0,14.0,32.0,59500
0.0,14.0,33.0,58547
0.0,14.0,34.0,59365
0.0,14.0,35.0,59028
0.0,14.0,36.0,59332
0.0,14.0,37.0,59912
0.0,14.0,38.0,59181
0.0,14.0,39.0,59619
0.0,14.0,40.0,59949
0.0,14.0,41.0,59626
0.0,14.0,42.0,60314
0.0,14.0,43.0,60268
0.0,14.0,44.0,59872
0.0,14.0,45.0,60361
0.0,14.0,46.0,60451
0.0,14.0,47.0,60559
0.0,14.0,48.0,60378
0.0,14.0,49.0,60431
0.0,14.0,50.0,60406
0.0,14.0,51.0,60290
0.0,14.0,52.0,60652
0.0,14.0,53.0,60286
0.0,14.0,54.0,59513
0.0,14.0,55.0,57268
0.0,14.0,56.0,55311
0.0,14.0,57.0,54809
0.0,14.0,58.0,53899
0.0,14.0,59.0,53606
0.0,15.0,0.0,71475
0.0,15.0,1.0,58669
0.0,15.0,2.0,59440
0.0,15.0,3.0,58925
0.0,15.0,4.0,60345
0.0,15.0,5.0,60281
0.0,15.0,6.0,61642
0.0,15.0,7.0,60633
0.0,15.0,8.0,61009
0.0,15.0,9.0,61348
0.0,15.0,10.0,61913
0.0,15.0,11.0,62054
0.0,15.0,12.0,61737
0.0,15.0,13.0,61939
0.0,15.0,14.0,62003
0.0,15.0,15.0,61807
0.0,15.0,16.0,62625
0.0,15.0,17.0,62071
0.0,15.0,18.0,62449
0.0,15.0,19.0,62610
0.0,15.0,20.0,62118
0.0,15.0,21.0,62297
0.0,15.0,22.0,62139
0.0,15.0,23.0,62482
0.0,15.0,24.0,62273
0.0,15.0,25.0,62182
0.0,15.0,26.0,60442
0.0,15.0,27.0,59533
0.0,15.0,28.0,59583
0.0,15.0,29.0,58971
0.0,15.0,30.0,63233
0.0,15.0,31.0,61604
